x,u_linear,w_linear,phi_linear,u_nonlinear,w_nonlinear,phi_nonlinear
0,2.46468998651343e-33,-1.93448199806449e-16,1.54163045525594e-16,3.87274769375487e-26,-5.88689920127471e-29,1.68485685576524e-27
0.00508927905953366,-9.75599372902361e-20,-0.000446331344950784,0.00375282570698479,0.000112443943309794,-0.000435284528025134,0.00354080193290182
0.0202535131927513,-3.69806837194017e-19,-0.00393812905433276,0.0142253126005163,0.000430969477439506,-0.00376231916448956,0.013384600370905
0.0451840023227408,-7.59576771173948e-19,-0.0160358340303806,0.0292185431076043,0.000852193324582576,-0.0151678353534108,0.0273722343467331
0.0793732335844094,-1.18444704937351e-18,-0.0433352569662373,0.0455619740942145,0.0011307251083519,-0.040713311374963,0.0424445917456959
0.122125212822871,-1.55299607836997e-18,-0.0904682987441326,0.0597389027466742,0.000956412788278006,-0.0845063592009954,0.0552969541381025
0.172569633027357,-1.78235180034047e-18,-0.157543135113386,0.0685615001505064,0.000180485773962284,-0.146388602352046,0.0630417886829877
0.229679591272201,-1.81347141823264e-18,-0.238933756409372,0.0697585745363768,-0.000981509693932919,-0.220967368470493,0.0637330260121862
0.292292493499057,-1.62137507769372e-18,-0.323868314205042,0.0623692290220653,-0.00197764174143772,-0.29831442736134,0.0566625788042828
0.359133721579285,-1.21886534729918e-18,-0.398677066100702,0.046885938385641,-0.00221808663652089,-0.366094405200576,0.0424098508868569
0.428842580863357,-6.53663490910094e-19,-0.450046587797819,0.0251443904182396,-0.00145909436679851,-0.412468925902938,0.0226807811302369
0.5,-4.51352217386691e-33,-0.468340273014556,3.02802314529617e-16,1.79085773397394e-16,-0.428952666804555,2.86465914480628e-15
0.571157419136643,6.53663490910048e-19,-0.45004658779782,-0.0251443904182376,0.00145909436679897,-0.412468925902946,-0.0226807811302313
0.640866278420715,1.21886534729911e-18,-0.398677066100707,-0.0468859383856382,0.00221808663652159,-0.366094405200591,-0.042409850886853
0.707707506500943,1.62137507769369e-18,-0.323868314205049,-0.062369229022064,0.00197764174143857,-0.298314427361358,-0.0566625788042822
0.770320408727799,1.81347141823264e-18,-0.238933756409382,-0.0697585745363767,0.000981509693933715,-0.22096736847051,-0.0637330260121884
0.827430366972642,1.78235180034052e-18,-0.157543135113394,-0.0685615001505079,-0.000180485773961722,-0.14638860235206,-0.0630417886829918
0.877874787177129,1.55299607837006e-18,-0.0904682987441386,-0.0597389027466772,-0.000956412788277719,-0.0845063592010043,-0.0552969541381074
0.92062676641559,1.1844470493736e-18,-0.0433352569662403,-0.0455619740942176,-0.0011307251083518,-0.0407133113749675,-0.0424445917457002
0.954815997677259,7.59576771174013e-19,-0.0160358340303815,-0.0292185431076065,-0.000852193324582566,-0.0151678353534126,-0.027372234346736
0.979746486807249,3.6980683719405e-19,-0.00393812905433258,-0.0142253126005173,-0.000430969477439511,-0.00376231916448998,-0.0133846003709064
0.994910720940466,9.75599372902458e-20,-0.000446331344950341,-0.00375282570698492,-0.000112443943309796,-0.000435284528025177,-0.00354080193290218
1,0,2.70623234361093e-16,0,0,0,0
